timestamp,ldr_v,temp_c,hum_pct,tvoc_ppb,eco2_ppm,scenario
323510,0.04,23.00,48.30,60.00,450.00,low_light
324511,0.03,23.00,48.30,60.00,450.00,low_light
325518,0.02,23.00,48.20,60.00,450.00,low_light
326519,0.02,23.00,48.20,60.00,450.00,low_light
327526,0.10,23.00,48.20,60.00,450.00,low_light
328527,0.01,23.00,48.20,60.00,450.00,low_light
329534,0.06,23.00,48.20,60.00,450.00,low_light
330535,0.06,23.00,48.20,60.00,450.00,low_light
331542,0.06,23.10,48.20,60.00,450.00,low_light
332543,0.03,23.10,48.20,60.00,450.00,low_light
333550,0.00,23.00,48.20,60.00,450.00,low_light
334551,0.07,23.00,48.20,60.00,450.00,low_light
335558,0.08,23.00,48.20,60.00,450.00,low_light
336559,0.03,23.00,48.20,60.00,450.00,low_light
337566,0.01,23.00,48.20,60.00,450.00,low_light
338567,0.01,23.00,48.20,60.00,450.00,low_light
339574,0.02,23.10,48.20,60.00,450.00,low_light
340575,0.01,23.10,48.20,60.00,450.00,low_light
341582,0.03,23.00,48.20,60.00,450.00,low_light
342583,0.03,23.00,48.20,60.00,450.00,low_light
343590,0.03,23.10,48.20,60.00,450.00,low_light
344591,0.09,23.10,48.20,60.00,450.00,low_light
345598,0.08,23.00,48.30,60.00,450.00,low_light
346599,0.03,23.00,48.30,60.00,450.00,low_light
347606,0.03,23.10,48.30,60.00,450.00,low_light
348607,0.07,23.10,48.30,60.00,450.00,low_light
349614,0.10,23.00,48.30,60.00,450.00,low_light
350615,0.03,23.00,48.30,60.00,450.00,low_light
351622,0.06,23.10,48.30,60.00,450.00,low_light
352623,0.02,23.10,48.30,60.00,450.00,low_light
353630,0.05,23.10,48.30,60.00,450.00,low_light
354631,0.03,23.10,48.30,60.00,450.00,low_light
355638,0.00,23.10,48.30,60.00,450.00,low_light
356639,0.03,23.10,48.30,60.00,450.00,low_light
357646,0.06,23.00,48.30,60.00,450.00,low_light
358647,0.07,23.00,48.30,60.00,450.00,low_light
359654,0.06,23.10,48.20,60.00,450.00,low_light
360655,0.00,23.10,48.20,60.00,450.00,low_light
361662,0.00,23.10,48.20,60.00,450.00,low_light
362663,0.10,23.10,48.20,60.00,450.00,low_light
363670,0.07,23.00,48.20,60.00,450.00,low_light
364671,0.03,23.00,48.20,60.00,450.00,low_light
365678,0.02,23.10,48.20,60.00,450.00,low_light
366679,0.02,23.10,48.20,60.00,450.00,low_light
367686,0.02,23.10,48.20,60.00,450.00,low_light
368687,0.09,23.10,48.20,60.00,450.00,low_light
369694,0.07,23.10,48.20,60.00,450.00,low_light
370695,0.05,23.10,48.20,60.00,450.00,low_light
371702,0.03,23.10,48.20,60.00,450.00,low_light
372703,0.06,23.10,48.20,60.00,450.00,low_light
373710,0.09,23.10,48.20,60.00,450.00,low_light
374711,0.05,23.10,48.20,60.00,450.00,low_light
375718,0.03,23.10,48.30,60.00,450.00,low_light
376719,0.04,23.10,48.30,60.00,450.00,low_light
377726,0.03,23.10,48.20,60.00,450.00,low_light
378727,0.09,23.10,48.20,60.00,450.00,low_light
379734,0.06,23.10,48.20,60.00,450.00,low_light
380735,0.01,23.10,48.20,60.00,450.00,low_light
381742,0.03,23.10,48.20,60.00,450.00,low_light
382743,0.06,23.10,48.20,60.00,450.00,low_light
383750,0.07,23.10,48.20,60.00,450.00,low_light
384751,0.03,23.10,48.20,60.00,450.00,low_light
385758,0.03,23.10,48.20,60.00,450.00,low_light
386759,0.03,23.10,48.20,60.00,450.00,low_light
387766,0.03,23.10,48.20,60.00,450.00,low_light
388767,0.03,23.10,48.20,60.00,450.00,low_light
389774,0.05,23.10,48.20,60.00,450.00,low_light
390775,0.03,23.10,48.20,60.00,450.00,low_light
391782,0.06,23.10,48.20,60.00,450.00,low_light
392783,0.04,23.10,48.20,60.00,450.00,low_light
393790,0.11,23.10,48.20,60.00,450.00,low_light
394791,0.03,23.10,48.20,60.00,450.00,low_light
395798,0.04,23.10,48.20,60.00,450.00,low_light
396799,0.09,23.10,48.20,60.00,450.00,low_light
397806,0.05,23.10,48.20,60.00,450.00,low_light
398807,0.02,23.10,48.20,60.00,450.00,low_light
399814,0.06,23.10,48.20,60.00,450.00,low_light
400815,0.04,23.10,48.20,60.00,450.00,low_light
401822,0.03,23.10,48.20,60.00,450.00,low_light
402823,0.06,23.10,48.20,60.00,450.00,low_light
403830,0.03,23.10,48.20,60.00,450.00,low_light
404831,0.04,23.10,48.20,60.00,450.00,low_light
405838,0.02,23.10,48.20,60.00,450.00,low_light
406839,0.03,23.10,48.20,60.00,450.00,low_light
407846,0.01,23.10,48.20,60.00,450.00,low_light
408847,0.00,23.10,48.20,60.00,450.00,low_light
409854,0.04,23.10,48.20,60.00,450.00,low_light
410855,0.06,23.10,48.20,60.00,450.00,low_light
411862,0.01,23.10,48.20,60.00,450.00,low_light
412863,0.03,23.10,48.20,60.00,450.00,low_light
413870,0.09,23.10,48.20,60.00,450.00,low_light
414871,0.06,23.10,48.20,60.00,450.00,low_light
415878,0.04,23.10,48.20,60.00,450.00,low_light
416879,0.03,23.10,48.20,60.00,450.00,low_light
417886,0.08,23.10,48.20,60.00,450.00,low_light
418887,0.04,23.10,48.20,60.00,450.00,low_light
419894,0.02,23.10,48.20,60.00,450.00,low_light
420895,0.03,23.10,48.20,60.00,450.00,low_light
421902,0.05,23.10,48.20,60.00,450.00,low_light
422903,0.05,23.10,48.20,60.00,450.00,low_light
423910,0.03,23.10,48.20,60.00,450.00,low_light
424911,0.01,23.10,48.20,60.00,450.00,low_light
425918,0.07,23.10,48.20,60.00,450.00,low_light
426919,0.07,23.10,48.20,60.00,450.00,low_light
427926,0.07,23.10,48.20,60.00,450.00,low_light
428927,0.03,23.10,48.20,60.00,450.00,low_light
429934,0.03,23.10,48.20,60.00,450.00,low_light
430935,0.07,23.10,48.20,60.00,450.00,low_light
431942,0.07,23.10,48.20,60.00,450.00,low_light
432943,0.02,23.10,48.20,60.00,450.00,low_light
433950,0.06,23.10,48.20,60.00,450.00,low_light
434951,0.06,23.10,48.20,60.00,450.00,low_light
435958,0.10,23.10,48.20,60.00,450.00,low_light
436959,0.02,23.10,48.20,60.00,450.00,low_light
437966,0.03,23.10,48.20,60.00,450.00,low_light
438967,0.07,23.10,48.20,60.00,450.00,low_light
439974,0.10,23.10,48.20,60.00,450.00,low_light
